text,label
"scatter, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or busy, Moong dal soup served comforting with gentle spices and a touch of natural swe",Vata
"Black pepper rasam made light and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow morn",Kapha
"Roasted beet soup served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Baked pears with honey served cozy with gentle spices and a touch of natural sweetness. Soft, moist, soothes roughness, it grounds restlessness, and comforting, and supports smooth digestion—ideal for cool breezes or busy, ",Vata
"Mung soup with pepper made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow morning",Kapha
"Cilantro-mint quinoa prepared mild and refreshing with mint, fennel, or coconut. Light, pleasant, perfect for hot afternoon, it eases inner heat and intensity, settling irritability while staying easy to digest, and refreshing",Pitta
"Blueberry smoothie prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Roasted cauliflower made light and lively with ginger, pepper, and lemon. Warming, dry, it cuts heaviness and dampness, and energizing, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Boiled potatoes with mint prepared mild and cooling with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot a",Pitta
"Roasted squash seeds made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"dry, pepper, and lemon. Warming, Roasted cauliflower made light and lively with ginger, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Fe",Kapha
"Pear and cucumber salad prepared mild and cooling with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot aft",Pitta
"Tahini sweet rice served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or busy",Vata
"Khichdi with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Turnip soup made airy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Rice vermicelli upma served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, s, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, it grounds restlessness",Vata
"Cabbage stir-fry (mild) prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot aftern",Pitta
"Khichdi with ghee served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Rasam with cumin made airy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Spiced vegetable soup made light and lively with ginger, pepper, and lemon. Warming, and lifts sluggish moods—a bright pick‑me‑up for slow mornings., and energizing, it cuts heaviness and dampness, awakens appetite, ligh",Kapha
"Saffron rice prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. Clear",Pitta
"Roasted pumpkin seeds made airy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Soft tofu scramble served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Tahini sweet rice served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Ginger tea with lemon made light and lively with ginger, it cuts dullness and dampness, and lemon. Warming, dry, and energizing, pepper, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. G",Kapha
"Sweet lassi prepared mild and cooling with mint, perfect for hot afternoons., or coconut. Light, mildly sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, fennel",Pitta
"Masala oats (non-oily) made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Ginger tea with lemon made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Aloe vera drink prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. A",Pitta
"Masala oats (non-oily) made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Ajwain tea made unheavy and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Spiced vegetable soup made light and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow morn",Kapha
"Barley porridge made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Barley porridge made light and lively with ginger, light-dry, and lemon. Warming, pepper, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Mint coriander chutney prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afterno",Pitta
"Pear and cucumber salad prepared mild and soothing-cool with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect f",Pitta
"Millet khichdi served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy, scatt",Vata
"Zucchini soup prepared mild and refreshing with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. K",Pitta
"Saffron rice prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Mung soup with pepper made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Light paneer salad prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot after",Pitta
"Masala oats (dry) made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Cucumber soup prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, perfect for hot afternoons., settling irritability while staying easy to digest",Pitta
"Coconut rice prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Rasam with cumin made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Pear and cucumber salad prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot aftern",Pitta
"Coconut-lime lassi prepared mild and soothing-cool with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for ho",Pitta
"soothes dryness, moist, and comforting, it grounds restlessness, Saffron milk served comforting with gentle spices and a touch of natural sweetness. Soft, and supports smooth digestion—ideal for cool breezes or busy, scattered",Vata
"Tomato pepper soup made light and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Kitchari with mung dal served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Boiled potatoes with mint prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afte",Pitta
"Cardamom banana mash served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"Spiced vegetable soup made light and lively with ginger, pepper, awakens appetite, non-oily, and energizing, it cuts sluggishness and dampness, and lemon. Warming, and lifts sluggish moods—a bright pick‑me‑up for slow mo",Kapha
"and comforting, moist, Baked pears with honey served warm with gentle spices and a touch of natural sweetness. Soft, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy, ",Vata
"Soft tofu scramble served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Semolina halwa served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"Quinoa porridge served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatte",Vata
"Saffron milk served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scattered",Vata
"Roasted sweet potato wedges (dry) made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slo",Kapha
"Baked pears with honey served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or",Vata
"Lemon ginger barley water made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornin",Kapha
"or coconut. Light, fennel, Honeydew smoothie prepared mild and cooling with mint, sweet, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Cucumber soup prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Basmati rice with mint prepared mild and soothing-cool with mint, it eases inner fire and intensity, or coconut. Light, sweet, and refreshing, fennel, settling irritability while staying easy to digest, perfect for hot a",Pitta
"Saffron milk served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or bus",Vata
"Barley porridge made airy and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. F",Kapha
"it eases inner heat and intensity, fennel, or coconut. Light, sweet, and refreshing, Roasted fennel prepared mild and soothing-cool with mint, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Cardamom rice pudding (cool) prepared mild and soothing-cool with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect",Pitta
"Cardamom banana mash served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"scattered, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, Saffron milk served warm with gentle spices and a touch of natural sweetness. Soft",Vata
"Zucchini soup prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. Clea",Pitta
"Cilantro-mint quinoa prepared mild and soothing-cool with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot",Pitta
"Green bean saute (mild) prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot aftern",Pitta
"Roasted pumpkin seeds made airy and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"perfect for hot a, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, Turmeric coconut milk (mild) prepared mild and cooling with mint",Pitta
"Cardamom banana mash served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"Spiced dal (light-dry) made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Bitter gourd stir-fry made airy and lively with ginger, awakens appetite, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, pepper, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. G",Kapha
"Coconut curry prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Tomato pepper soup made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Mint lemonade prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Mung soup with pepper made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Soft tofu scramble served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sca",Vata
"Rasam with cumin made unheavy and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow morn",Kapha
"Saffron milk served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"Khichdi with ghee served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Zucchini soup prepared mild and soothing-cool with mint, fennel, or coconut. Light, and refreshing, mildly sweet, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for ho",Pitta
"Root vegetable stew served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or busy, sc",Vata
"Roasted pumpkin seeds made light and lively with ginger, and lemon. Warming, pepper, dry, and energizing, it cuts sluggishness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Millet upma (dry) made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. Wa",Kapha
"Golden milk served comforting with gentle spices and a touch of natural sweetness. Soft, soothes dryness, and comforting, it grounds restlessness, moist, and supports smooth digestion—ideal for cool breezes or busy, scattered",Vata
"Ajwain tea made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Soft idli with ghee served cozy with gentle spices and a touch of natural sweetness. Soft, soothes dryness, and comforting, it grounds restlessness, moist, and supports smooth digestion—ideal for cool breezes or busy, sc",Vata
"Cardamom rice pudding (cool) prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot a",Pitta
"Cucumber soup prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons",Pitta
"Paneer and peas served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Millet upma (dry) made airy and lively with ginger, pepper, and lemon. Warming, dry, awakens appetite, it cuts heaviness and dampness, and energizing, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Butternut squash curry served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Saffron rice prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. Clear",Pitta
"Soft chapati with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Mung bean sprout salad (mild) prepared mild and cooling with mint, fennel, or coconut. Light, mildly sweet, it eases inner fire and intensity, and refreshing, settling irritability while staying easy to digest, perfect for hot",Pitta
"Quinoa salad with lemon made light and lively with ginger, awakens appetite, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, pepper, and lifts sluggish moods—a bright pick‑me‑up for slow mornings",Kapha
"Cucumber raita prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. Cle",Pitta
"Apple mint chutney prepared mild and refreshing with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot a",Pitta
"Bitter gourd stir-fry made airy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. F",Kapha
"Semolina halwa served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes roughness, and supports smooth digestion—ideal for cool breezes or busy, scatt",Vata
"Masala oats (light-dry) made airy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Saffron rice prepared mild and cooling with mint, fennel, or coconut. Light, perfect for hot afternoons., and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, sweet A gen",Pitta
"Fennel tea prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. A gentl",Pitta
"Moong dal kadi served cozy with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"Hot lemon water made light and lively with ginger, pepper, and lemon. Warming, light-dry, awakens appetite, it cuts heaviness and dampness, and energizing, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Baked pears with honey served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Mung bean sprout salad (mild) prepared mild and refreshing with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect fo",Pitta
"Cilantro lime rice prepared mild and soothing-cool with mint, fennel, and refreshing, sweet, or coconut. Light, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot after",Pitta
"Saffron rice prepared mild and cooling with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Fennel tea prepared mild and refreshing with mint, fennel, or coconut. Light, mildly sweet, and refreshing, settling irritability while staying easy to digest, it eases inner heat and intensity, perfect for hot afternoon",Pitta
"Apple mint chutney prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Turmeric coconut milk (mild) prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot a",Pitta
"Soft idli with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sc",Vata
"Coconut-lime lassi prepared mild and soothing-cool with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot af",Pitta
"or coconut. Light, fennel, Cucumber raita prepared mild and refreshing with mint, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Pear and cucumber salad prepared mild and cooling with mint, fennel, and refreshing, mildly sweet, or coconut. Light, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot",Pitta
"Sweet lassi prepared mild and soothing-cool with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoon",Pitta
"Roasted cauliflower made airy and lively with ginger, and lemon. Warming, pepper, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Ajwain tea made light and lively with ginger, pepper, and lemon. Warming, non-oily, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Millet khichdi served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
"Fennel tea prepared mild and cooling with mint, fennel, or coconut. Light, mildly sweet, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Hot lemon water made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"fennel, Blueberry smoothie prepared mild and cooling with mint, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Turmeric coconut milk (mild) prepared mild and cooling with mint, fennel, or coconut. Light, pleasant, and refreshing, it eases inner fire and intensity, settling irritability while staying easy to digest, perfect for hot a",Pitta
"Roasted beet soup served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, scat, and supports smooth digestion—ideal for cool breezes or busy",Vata
"Fennel tea prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner intensity and intensity, settling irritability while staying easy to digest, perfect for hot afternoons. Cl",Pitta
"Millet khichdi served warm with gentle spices and a touch of natural sweetness. Soft, scatter, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, moist",Vata
"Creamy polenta served comforting with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"awakens appetite, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, Mustard greens curry made unheavy and lively with ginger, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Soft chapati with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy,",Vata
"Creamy polenta served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or busy, s",Vata
"it grounds restlessness, moist, and comforting, Creamy lentil dal served warm with gentle spices and a touch of natural sweetness. Soft, soothes cold-dry feel, and supports smooth digestion—ideal for cool breezes or busy, scat",Vata
"Sprouted moong salad made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. F",Kapha
"Lemon ginger barley water made light and lively with ginger, pepper, and lemon. Warming, light-dry, and energizing, awakens appetite, it cuts sluggishness and dampness, and lifts sluggish moods—a bright pick‑me‑up for sl",Kapha
"Oatmeal with raisins served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, s, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, it grounds restlessness",Vata
"Saffron rice prepared mild and cooling with mint, it eases inner heat and intensity, or coconut. Light, sweet, and refreshing, fennel, settling irritability while staying easy to digest, perfect for hot afternoons. Keeps",Pitta
"Soft idli with ghee served warm with gentle spices and a touch of natural sweetness. Soft, soothes cold-dry feel, and comforting, it grounds restlessness, moist, and supports smooth digestion—ideal for cool breezes or bu",Vata
"Saffron rice prepared mild and cooling with mint, fennel, it eases inner heat and intensity, mildly sweet, and refreshing, or coconut. Light, settling irritability while staying easy to digest, perfect for hot afternoons",Pitta
"Mustard greens curry made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings. G",Kapha
"Turmeric coconut milk (mild) prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot a",Pitta
"settling irritability while staying easy to digest, fennel, or coconut. Light, pleasant, and refreshing, it eases inner intensity and intensity, Coconut rice prepared mild and cooling with mint, perfect for hot afternoons.",Pitta
"Fennel tea prepared mild and cooling with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner fire and intensity, perfect for hot afternoons., settling irritability while staying easy to digest Keeps t",Pitta
"Mint lemonade prepared mild and soothing-cool with mint, fennel, or coconut. Light, sweet, and refreshing, it eases inner heat and intensity, settling irritability while staying easy to digest, perfect for hot afternoons.",Pitta
"Roasted pearl onions made light and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts heaviness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Soft idli with ghee served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, sc",Vata
"Roasted squash seeds made unheavy and lively with ginger, pepper, and lemon. Warming, dry, and energizing, it cuts dullness and dampness, awakens appetite, and lifts sluggish moods—a bright pick‑me‑up for slow mornings.",Kapha
"Creamy polenta served warm with gentle spices and a touch of natural sweetness. Soft, moist, and comforting, it grounds restlessness, soothes dryness, and supports smooth digestion—ideal for cool breezes or busy, scatter",Vata
