text,herb,benefits,label
karanja taila for kushtaghna,karanja taila,karanja taila is beneficial for kushtaghna,herb_benefits_kushtaghna
karanja taila for vranaropana,karanja taila,karanja taila is beneficial for vranaropana,herb_benefits_vranaropana
what is karanja taila used for,karanja taila,Oil prepared from Karanja seeds is a powerful antiseptic and is used topically for a wide range of skin diseases.,herb_benefits_karanja_taila
how to use karanja taila,karanja taila,Oil prepared from Karanja seeds is a powerful antiseptic and is used topically for a wide range of skin diseases.,herb_benefits_karanja_taila
karanja taila medicinal properties,karanja taila,Oil prepared from Karanja seeds is a powerful antiseptic and is used topically for a wide range of skin diseases.,herb_benefits_karanja_taila
karanja taila health benefits,karanja taila,Oil prepared from Karanja seeds is a powerful antiseptic and is used topically for a wide range of skin diseases.,herb_benefits_karanja_taila
therapeutic effects of karanja taila,karanja taila,Oil prepared from Karanja seeds is a powerful antiseptic and is used topically for a wide range of skin diseases.,herb_benefits_karanja_taila
benefits of nimba taila,nimba taila,"Neem oil is a potent anti-fungal, anti-bacterial, and anti-septic oil used for skin infections and as an insecticide.",herb_benefits_nimba_taila
nimba taila for kushtaghna,nimba taila,nimba taila is beneficial for kushtaghna,herb_benefits_kushtaghna
nimba taila for krimighna,nimba taila,nimba taila is beneficial for krimighna,herb_benefits_krimighna
nimba taila for jwaraghna,nimba taila,nimba taila is beneficial for jwaraghna,herb_benefits_jwaraghna
what is nimba taila used for,nimba taila,"Neem oil is a potent anti-fungal, anti-bacterial, and anti-septic oil used for skin infections and as an insecticide.",herb_benefits_nimba_taila
how to use nimba taila,nimba taila,"Neem oil is a potent anti-fungal, anti-bacterial, and anti-septic oil used for skin infections and as an insecticide.",herb_benefits_nimba_taila
nimba taila medicinal properties,nimba taila,"Neem oil is a potent anti-fungal, anti-bacterial, and anti-septic oil used for skin infections and as an insecticide.",herb_benefits_nimba_taila
nimba taila health benefits,nimba taila,"Neem oil is a potent anti-fungal, anti-bacterial, and anti-septic oil used for skin infections and as an insecticide.",herb_benefits_nimba_taila
therapeutic effects of nimba taila,nimba taila,"Neem oil is a potent anti-fungal, anti-bacterial, and anti-septic oil used for skin infections and as an insecticide.",herb_benefits_nimba_taila
benefits of jivaka,jivaka,"One of the eight 'Ashtavarga' herbs, Jivaka is a vital rejuvenative tonic, often substituted with other herbs today.",herb_benefits_jivaka
jivaka for rasayan,jivaka,jivaka is beneficial for rasayan,herb_benefits_rasayan
jivaka for vrishya,jivaka,jivaka is beneficial for vrishya,herb_benefits_vrishya
jivaka for jivaniya,jivaka,jivaka is beneficial for jivaniya,herb_benefits_jivaniya
what is jivaka used for,jivaka,"One of the eight 'Ashtavarga' herbs, Jivaka is a vital rejuvenative tonic, often substituted with other herbs today.",herb_benefits_jivaka
how to use jivaka,jivaka,"One of the eight 'Ashtavarga' herbs, Jivaka is a vital rejuvenative tonic, often substituted with other herbs today.",herb_benefits_jivaka
jivaka medicinal properties,jivaka,"One of the eight 'Ashtavarga' herbs, Jivaka is a vital rejuvenative tonic, often substituted with other herbs today.",herb_benefits_jivaka
jivaka health benefits,jivaka,"One of the eight 'Ashtavarga' herbs, Jivaka is a vital rejuvenative tonic, often substituted with other herbs today.",herb_benefits_jivaka
therapeutic effects of jivaka,jivaka,"One of the eight 'Ashtavarga' herbs, Jivaka is a vital rejuvenative tonic, often substituted with other herbs today.",herb_benefits_jivaka
benefits of rishabhaka,rishabhaka,"Another Ashtavarga herb, Rishabhaka is a powerful tonic for building tissues and promoting vitality.",herb_benefits_rishabhaka
rishabhaka for rasayan,rishabhaka,rishabhaka is beneficial for rasayan,herb_benefits_rasayan
rishabhaka for vrishya,rishabhaka,rishabhaka is beneficial for vrishya,herb_benefits_vrishya
rishabhaka for brimhaniya,rishabhaka,rishabhaka is beneficial for brimhaniya,herb_benefits_brimhaniya
what is rishabhaka used for,rishabhaka,"Another Ashtavarga herb, Rishabhaka is a powerful tonic for building tissues and promoting vitality.",herb_benefits_rishabhaka
how to use rishabhaka,rishabhaka,"Another Ashtavarga herb, Rishabhaka is a powerful tonic for building tissues and promoting vitality.",herb_benefits_rishabhaka
rishabhaka medicinal properties,rishabhaka,"Another Ashtavarga herb, Rishabhaka is a powerful tonic for building tissues and promoting vitality.",herb_benefits_rishabhaka
rishabhaka health benefits,rishabhaka,"Another Ashtavarga herb, Rishabhaka is a powerful tonic for building tissues and promoting vitality.",herb_benefits_rishabhaka
therapeutic effects of rishabhaka,rishabhaka,"Another Ashtavarga herb, Rishabhaka is a powerful tonic for building tissues and promoting vitality.",herb_benefits_rishabhaka
benefits of meda,meda,An Ashtavarga herb that nourishes the fatty tissues (Meda Dhatu) and acts as a general tonic.,herb_benefits_meda
meda for rasayan,meda,meda is beneficial for rasayan,herb_benefits_rasayan
meda for brimhaniya,meda,meda is beneficial for brimhaniya,herb_benefits_brimhaniya
what is meda used for,meda,An Ashtavarga herb that nourishes the fatty tissues (Meda Dhatu) and acts as a general tonic.,herb_benefits_meda
how to use meda,meda,An Ashtavarga herb that nourishes the fatty tissues (Meda Dhatu) and acts as a general tonic.,herb_benefits_meda
meda medicinal properties,meda,An Ashtavarga herb that nourishes the fatty tissues (Meda Dhatu) and acts as a general tonic.,herb_benefits_meda
meda health benefits,meda,An Ashtavarga herb that nourishes the fatty tissues (Meda Dhatu) and acts as a general tonic.,herb_benefits_meda
therapeutic effects of meda,meda,An Ashtavarga herb that nourishes the fatty tissues (Meda Dhatu) and acts as a general tonic.,herb_benefits_meda
benefits of kakoli,kakoli,"From the Ashtavarga group, Kakoli is a cooling, nourishing tonic used in rejuvenative and aphrodisiac formulas.",herb_benefits_kakoli
kakoli for rasayan,kakoli,kakoli is beneficial for rasayan,herb_benefits_rasayan
kakoli for vrishya,kakoli,kakoli is beneficial for vrishya,herb_benefits_vrishya
kakoli for jivaniya,kakoli,kakoli is beneficial for jivaniya,herb_benefits_jivaniya
what is kakoli used for,kakoli,"From the Ashtavarga group, Kakoli is a cooling, nourishing tonic used in rejuvenative and aphrodisiac formulas.",herb_benefits_kakoli
how to use kakoli,kakoli,"From the Ashtavarga group, Kakoli is a cooling, nourishing tonic used in rejuvenative and aphrodisiac formulas.",herb_benefits_kakoli
kakoli medicinal properties,kakoli,"From the Ashtavarga group, Kakoli is a cooling, nourishing tonic used in rejuvenative and aphrodisiac formulas.",herb_benefits_kakoli
kakoli health benefits,kakoli,"From the Ashtavarga group, Kakoli is a cooling, nourishing tonic used in rejuvenative and aphrodisiac formulas.",herb_benefits_kakoli
therapeutic effects of kakoli,kakoli,"From the Ashtavarga group, Kakoli is a cooling, nourishing tonic used in rejuvenative and aphrodisiac formulas.",herb_benefits_kakoli
benefits of dhamasa,dhamasa,"Fagonia cretica is a bitter, cooling herb used to purify blood and treat skin disorders and fevers.",herb_benefits_dhamasa
dhamasa for raktashodhak,dhamasa,dhamasa is beneficial for raktashodhak,herb_benefits_raktashodhak
dhamasa for kushtaghna,dhamasa,dhamasa is beneficial for kushtaghna,herb_benefits_kushtaghna
what is dhamasa used for,dhamasa,"Fagonia cretica is a bitter, cooling herb used to purify blood and treat skin disorders and fevers.",herb_benefits_dhamasa
how to use dhamasa,dhamasa,"Fagonia cretica is a bitter, cooling herb used to purify blood and treat skin disorders and fevers.",herb_benefits_dhamasa
dhamasa medicinal properties,dhamasa,"Fagonia cretica is a bitter, cooling herb used to purify blood and treat skin disorders and fevers.",herb_benefits_dhamasa
dhamasa health benefits,dhamasa,"Fagonia cretica is a bitter, cooling herb used to purify blood and treat skin disorders and fevers.",herb_benefits_dhamasa
therapeutic effects of dhamasa,dhamasa,"Fagonia cretica is a bitter, cooling herb used to purify blood and treat skin disorders and fevers.",herb_benefits_dhamasa
benefits of rohisha,rohisha,"A type of lemongrass (Cymbopogon martinii), its oil is used for joint pain, fever, and as an insect repellent.",herb_benefits_rohisha
rohisha for jwaraghna,rohisha,rohisha is beneficial for jwaraghna,herb_benefits_jwaraghna
rohisha for shoolaghna,rohisha,rohisha is beneficial for shoolaghna,herb_benefits_shoolaghna
what is rohisha used for,rohisha,"A type of lemongrass (Cymbopogon martinii), its oil is used for joint pain, fever, and as an insect repellent.",herb_benefits_rohisha
how to use rohisha,rohisha,"A type of lemongrass (Cymbopogon martinii), its oil is used for joint pain, fever, and as an insect repellent.",herb_benefits_rohisha
rohisha medicinal properties,rohisha,"A type of lemongrass (Cymbopogon martinii), its oil is used for joint pain, fever, and as an insect repellent.",herb_benefits_rohisha
rohisha health benefits,rohisha,"A type of lemongrass (Cymbopogon martinii), its oil is used for joint pain, fever, and as an insect repellent.",herb_benefits_rohisha
therapeutic effects of rohisha,rohisha,"A type of lemongrass (Cymbopogon martinii), its oil is used for joint pain, fever, and as an insect repellent.",herb_benefits_rohisha
benefits of suryavarta,suryavarta,"Gynandropsis gynandra is used for earaches, headaches, and digestive issues.",herb_benefits_suryavarta
suryavarta for shoolaghna,suryavarta,suryavarta is beneficial for shoolaghna,herb_benefits_shoolaghna
suryavarta for deepana,suryavarta,suryavarta is beneficial for deepana,herb_benefits_deepana
what is suryavarta used for,suryavarta,"Gynandropsis gynandra is used for earaches, headaches, and digestive issues.",herb_benefits_suryavarta
how to use suryavarta,suryavarta,"Gynandropsis gynandra is used for earaches, headaches, and digestive issues.",herb_benefits_suryavarta
suryavarta medicinal properties,suryavarta,"Gynandropsis gynandra is used for earaches, headaches, and digestive issues.",herb_benefits_suryavarta
suryavarta health benefits,suryavarta,"Gynandropsis gynandra is used for earaches, headaches, and digestive issues.",herb_benefits_suryavarta
therapeutic effects of suryavarta,suryavarta,"Gynandropsis gynandra is used for earaches, headaches, and digestive issues.",herb_benefits_suryavarta
benefits of gangeruki,gangeruki,"Grewia tenax is a cooling and strengthening herb, used to relieve burning sensation and thirst.",herb_benefits_gangeruki
gangeruki for balya,gangeruki,gangeruki is beneficial for balya,herb_benefits_balya
gangeruki for dahashamana,gangeruki,gangeruki is beneficial for dahashamana,herb_benefits_dahashamana
what is gangeruki used for,gangeruki,"Grewia tenax is a cooling and strengthening herb, used to relieve burning sensation and thirst.",herb_benefits_gangeruki
how to use gangeruki,gangeruki,"Grewia tenax is a cooling and strengthening herb, used to relieve burning sensation and thirst.",herb_benefits_gangeruki
gangeruki medicinal properties,gangeruki,"Grewia tenax is a cooling and strengthening herb, used to relieve burning sensation and thirst.",herb_benefits_gangeruki
gangeruki health benefits,gangeruki,"Grewia tenax is a cooling and strengthening herb, used to relieve burning sensation and thirst.",herb_benefits_gangeruki
therapeutic effects of gangeruki,gangeruki,"Grewia tenax is a cooling and strengthening herb, used to relieve burning sensation and thirst.",herb_benefits_gangeruki
benefits of kumbhika,kumbhika,Pistia stratiotes is an aquatic plant used externally for skin diseases and swelling.,herb_benefits_kumbhika
kumbhika for shothahara,kumbhika,kumbhika is beneficial for shothahara,herb_benefits_shothahara
kumbhika for kushtaghna,kumbhika,kumbhika is beneficial for kushtaghna,herb_benefits_kushtaghna
what is kumbhika used for,kumbhika,Pistia stratiotes is an aquatic plant used externally for skin diseases and swelling.,herb_benefits_kumbhika
how to use kumbhika,kumbhika,Pistia stratiotes is an aquatic plant used externally for skin diseases and swelling.,herb_benefits_kumbhika
kumbhika medicinal properties,kumbhika,Pistia stratiotes is an aquatic plant used externally for skin diseases and swelling.,herb_benefits_kumbhika
kumbhika health benefits,kumbhika,Pistia stratiotes is an aquatic plant used externally for skin diseases and swelling.,herb_benefits_kumbhika
therapeutic effects of kumbhika,kumbhika,Pistia stratiotes is an aquatic plant used externally for skin diseases and swelling.,herb_benefits_kumbhika
benefits of sthuneyaka,sthuneyaka,Taxus baccata (Yew) is used in respiratory conditions like cough and asthma.,herb_benefits_sthuneyaka
sthuneyaka for kasahara,sthuneyaka,sthuneyaka is beneficial for kasahara,herb_benefits_kasahara
sthuneyaka for shwasahara,sthuneyaka,sthuneyaka is beneficial for shwasahara,herb_benefits_shwasahara
what is sthuneyaka used for,sthuneyaka,Taxus baccata (Yew) is used in respiratory conditions like cough and asthma.,herb_benefits_sthuneyaka
how to use sthuneyaka,sthuneyaka,Taxus baccata (Yew) is used in respiratory conditions like cough and asthma.,herb_benefits_sthuneyaka
sthuneyaka medicinal properties,sthuneyaka,Taxus baccata (Yew) is used in respiratory conditions like cough and asthma.,herb_benefits_sthuneyaka
sthuneyaka health benefits,sthuneyaka,Taxus baccata (Yew) is used in respiratory conditions like cough and asthma.,herb_benefits_sthuneyaka
therapeutic effects of sthuneyaka,sthuneyaka,Taxus baccata (Yew) is used in respiratory conditions like cough and asthma.,herb_benefits_sthuneyaka
benefits of utingana,utingana,Blepharis edulis seeds are a potent aphrodisiac and rejuvenative tonic.,herb_benefits_utingana
utingana for vrishya,utingana,utingana is beneficial for vrishya,herb_benefits_vrishya
utingana for balya,utingana,utingana is beneficial for balya,herb_benefits_balya
what is utingana used for,utingana,Blepharis edulis seeds are a potent aphrodisiac and rejuvenative tonic.,herb_benefits_utingana
how to use utingana,utingana,Blepharis edulis seeds are a potent aphrodisiac and rejuvenative tonic.,herb_benefits_utingana
utingana medicinal properties,utingana,Blepharis edulis seeds are a potent aphrodisiac and rejuvenative tonic.,herb_benefits_utingana
utingana health benefits,utingana,Blepharis edulis seeds are a potent aphrodisiac and rejuvenative tonic.,herb_benefits_utingana
therapeutic effects of utingana,utingana,Blepharis edulis seeds are a potent aphrodisiac and rejuvenative tonic.,herb_benefits_utingana
benefits of vrikshamla phala,vrikshamla phala,Garcinia indica (Kokum) fruit is a souring agent that improves appetite and digestion without aggravating Pitta.,herb_benefits_vrikshamla_phala
vrikshamla phala for deepana,vrikshamla phala,vrikshamla phala is beneficial for deepana,herb_benefits_deepana
vrikshamla phala for hridaya,vrikshamla phala,vrikshamla phala is beneficial for hridaya,herb_benefits_hridaya
what is vrikshamla phala used for,vrikshamla phala,Garcinia indica (Kokum) fruit is a souring agent that improves appetite and digestion without aggravating Pitta.,herb_benefits_vrikshamla_phala
how to use vrikshamla phala,vrikshamla phala,Garcinia indica (Kokum) fruit is a souring agent that improves appetite and digestion without aggravating Pitta.,herb_benefits_vrikshamla_phala
vrikshamla phala medicinal properties,vrikshamla phala,Garcinia indica (Kokum) fruit is a souring agent that improves appetite and digestion without aggravating Pitta.,herb_benefits_vrikshamla_phala
vrikshamla phala health benefits,vrikshamla phala,Garcinia indica (Kokum) fruit is a souring agent that improves appetite and digestion without aggravating Pitta.,herb_benefits_vrikshamla_phala
therapeutic effects of vrikshamla phala,vrikshamla phala,Garcinia indica (Kokum) fruit is a souring agent that improves appetite and digestion without aggravating Pitta.,herb_benefits_vrikshamla_phala
benefits of nirgundi taila,nirgundi taila,"Medicated oil of Nirgundi is excellent for topical application on painful joints, wounds, and grey hair.",herb_benefits_nirgundi_taila
nirgundi taila for vedanasthapana,nirgundi taila,nirgundi taila is beneficial for vedanasthapana,herb_benefits_vedanasthapana
nirgundi taila for keshya,nirgundi taila,nirgundi taila is beneficial for keshya,herb_benefits_keshya
what is nirgundi taila used for,nirgundi taila,"Medicated oil of Nirgundi is excellent for topical application on painful joints, wounds, and grey hair.",herb_benefits_nirgundi_taila
how to use nirgundi taila,nirgundi taila,"Medicated oil of Nirgundi is excellent for topical application on painful joints, wounds, and grey hair.",herb_benefits_nirgundi_taila
nirgundi taila medicinal properties,nirgundi taila,"Medicated oil of Nirgundi is excellent for topical application on painful joints, wounds, and grey hair.",herb_benefits_nirgundi_taila
nirgundi taila health benefits,nirgundi taila,"Medicated oil of Nirgundi is excellent for topical application on painful joints, wounds, and grey hair.",herb_benefits_nirgundi_taila
therapeutic effects of nirgundi taila,nirgundi taila,"Medicated oil of Nirgundi is excellent for topical application on painful joints, wounds, and grey hair.",herb_benefits_nirgundi_taila
benefits of vacha taila,vacha taila,Oil of Sweet Flag is used for massage to improve mental clarity and in nasal administration (Nasya) for clearing the sinuses.,herb_benefits_vacha_taila
vacha taila for medhya,vacha taila,vacha taila is beneficial for medhya,herb_benefits_medhya
vacha taila for sanjnasthapana,vacha taila,vacha taila is beneficial for sanjnasthapana,herb_benefits_sanjnasthapana
what is vacha taila used for,vacha taila,Oil of Sweet Flag is used for massage to improve mental clarity and in nasal administration (Nasya) for clearing the sinuses.,herb_benefits_vacha_taila
how to use vacha taila,vacha taila,Oil of Sweet Flag is used for massage to improve mental clarity and in nasal administration (Nasya) for clearing the sinuses.,herb_benefits_vacha_taila
vacha taila medicinal properties,vacha taila,Oil of Sweet Flag is used for massage to improve mental clarity and in nasal administration (Nasya) for clearing the sinuses.,herb_benefits_vacha_taila
vacha taila health benefits,vacha taila,Oil of Sweet Flag is used for massage to improve mental clarity and in nasal administration (Nasya) for clearing the sinuses.,herb_benefits_vacha_taila
therapeutic effects of vacha taila,vacha taila,Oil of Sweet Flag is used for massage to improve mental clarity and in nasal administration (Nasya) for clearing the sinuses.,herb_benefits_vacha_taila
benefits of kumari,kumari,"Known as Aloe Vera, Kumari is a premier herb for skin, liver detoxification, and regulating menstruation.",herb_benefits_kumari
kumari for yakrituttejaka,kumari,kumari is beneficial for yakrituttejaka,herb_benefits_yakrituttejaka
kumari for virechana,kumari,kumari is beneficial for virechana,herb_benefits_virechana
kumari for varnya,kumari,kumari is beneficial for varnya,herb_benefits_varnya
what is kumari used for,kumari,"Known as Aloe Vera, Kumari is a premier herb for skin, liver detoxification, and regulating menstruation.",herb_benefits_kumari
how to use kumari,kumari,"Known as Aloe Vera, Kumari is a premier herb for skin, liver detoxification, and regulating menstruation.",herb_benefits_kumari
kumari medicinal properties,kumari,"Known as Aloe Vera, Kumari is a premier herb for skin, liver detoxification, and regulating menstruation.",herb_benefits_kumari
kumari health benefits,kumari,"Known as Aloe Vera, Kumari is a premier herb for skin, liver detoxification, and regulating menstruation.",herb_benefits_kumari
therapeutic effects of kumari,kumari,"Known as Aloe Vera, Kumari is a premier herb for skin, liver detoxification, and regulating menstruation.",herb_benefits_kumari
benefits of asthishrinkhala,asthishrinkhala,"Also called Hadjod (Cissus quadrangularis), it is the primary Ayurvedic herb for healing bone fractures and strengthening joints.",herb_benefits_asthishrinkhala
asthishrinkhala for sandhanakaraka,asthishrinkhala,asthishrinkhala is beneficial for sandhanakaraka,herb_benefits_sandhanakaraka
asthishrinkhala for balya,asthishrinkhala,asthishrinkhala is beneficial for balya,herb_benefits_balya
what is asthishrinkhala used for,asthishrinkhala,"Also called Hadjod (Cissus quadrangularis), it is the primary Ayurvedic herb for healing bone fractures and strengthening joints.",herb_benefits_asthishrinkhala
how to use asthishrinkhala,asthishrinkhala,"Also called Hadjod (Cissus quadrangularis), it is the primary Ayurvedic herb for healing bone fractures and strengthening joints.",herb_benefits_asthishrinkhala
asthishrinkhala medicinal properties,asthishrinkhala,"Also called Hadjod (Cissus quadrangularis), it is the primary Ayurvedic herb for healing bone fractures and strengthening joints.",herb_benefits_asthishrinkhala
asthishrinkhala health benefits,asthishrinkhala,"Also called Hadjod (Cissus quadrangularis), it is the primary Ayurvedic herb for healing bone fractures and strengthening joints.",herb_benefits_asthishrinkhala
therapeutic effects of asthishrinkhala,asthishrinkhala,"Also called Hadjod (Cissus quadrangularis), it is the primary Ayurvedic herb for healing bone fractures and strengthening joints.",herb_benefits_asthishrinkhala
benefits of bharangi,bharangi,"Clerodendrum serratum is a specific herb for respiratory disorders like asthma, chronic cough, and rhinitis.",herb_benefits_bharangi
bharangi for shwasahara,bharangi,bharangi is beneficial for shwasahara,herb_benefits_shwasahara
bharangi for kasahara,bharangi,bharangi is beneficial for kasahara,herb_benefits_kasahara
what is bharangi used for,bharangi,"Clerodendrum serratum is a specific herb for respiratory disorders like asthma, chronic cough, and rhinitis.",herb_benefits_bharangi
how to use bharangi,bharangi,"Clerodendrum serratum is a specific herb for respiratory disorders like asthma, chronic cough, and rhinitis.",herb_benefits_bharangi
bharangi medicinal properties,bharangi,"Clerodendrum serratum is a specific herb for respiratory disorders like asthma, chronic cough, and rhinitis.",herb_benefits_bharangi
bharangi health benefits,bharangi,"Clerodendrum serratum is a specific herb for respiratory disorders like asthma, chronic cough, and rhinitis.",herb_benefits_bharangi
therapeutic effects of bharangi,bharangi,"Clerodendrum serratum is a specific herb for respiratory disorders like asthma, chronic cough, and rhinitis.",herb_benefits_bharangi
benefits of loha bhasma,loha bhasma,"Purified and processed iron ash used to treat anemia, jaundice, and support liver function. It is a powerful rejuvenator.",herb_benefits_loha_bhasma
loha bhasma for rasayan,loha bhasma,loha bhasma is beneficial for rasayan,herb_benefits_rasayan
loha bhasma for raktavardhak,loha bhasma,loha bhasma is beneficial for raktavardhak,herb_benefits_raktavardhak
loha bhasma for chakshushya,loha bhasma,loha bhasma is beneficial for chakshushya,herb_benefits_chakshushya
what is loha bhasma used for,loha bhasma,"Purified and processed iron ash used to treat anemia, jaundice, and support liver function. It is a powerful rejuvenator.",herb_benefits_loha_bhasma
how to use loha bhasma,loha bhasma,"Purified and processed iron ash used to treat anemia, jaundice, and support liver function. It is a powerful rejuvenator.",herb_benefits_loha_bhasma
loha bhasma medicinal properties,loha bhasma,"Purified and processed iron ash used to treat anemia, jaundice, and support liver function. It is a powerful rejuvenator.",herb_benefits_loha_bhasma
loha bhasma health benefits,loha bhasma,"Purified and processed iron ash used to treat anemia, jaundice, and support liver function. It is a powerful rejuvenator.",herb_benefits_loha_bhasma
therapeutic effects of loha bhasma,loha bhasma,"Purified and processed iron ash used to treat anemia, jaundice, and support liver function. It is a powerful rejuvenator.",herb_benefits_loha_bhasma
benefits of shankha bhasma,shankha bhasma,"Ash of conch shell is a rich source of calcium, used for acid peptic disorders, indigestion, and calcium deficiency.",herb_benefits_shankha_bhasma
shankha bhasma for amlapittahara,shankha bhasma,shankha bhasma is beneficial for amlapittahara,herb_benefits_amlapittahara
shankha bhasma for deepana,shankha bhasma,shankha bhasma is beneficial for deepana,herb_benefits_deepana
shankha bhasma for pachana,shankha bhasma,shankha bhasma is beneficial for pachana,herb_benefits_pachana
what is shankha bhasma used for,shankha bhasma,"Ash of conch shell is a rich source of calcium, used for acid peptic disorders, indigestion, and calcium deficiency.",herb_benefits_shankha_bhasma
how to use shankha bhasma,shankha bhasma,"Ash of conch shell is a rich source of calcium, used for acid peptic disorders, indigestion, and calcium deficiency.",herb_benefits_shankha_bhasma
shankha bhasma medicinal properties,shankha bhasma,"Ash of conch shell is a rich source of calcium, used for acid peptic disorders, indigestion, and calcium deficiency.",herb_benefits_shankha_bhasma
shankha bhasma health benefits,shankha bhasma,"Ash of conch shell is a rich source of calcium, used for acid peptic disorders, indigestion, and calcium deficiency.",herb_benefits_shankha_bhasma
therapeutic effects of shankha bhasma,shankha bhasma,"Ash of conch shell is a rich source of calcium, used for acid peptic disorders, indigestion, and calcium deficiency.",herb_benefits_shankha_bhasma
benefits of pravala pishti,pravala pishti,"Processed coral is a cooling Pitta-pacifying supplement used for calcium deficiency, fever, and bleeding disorders.",herb_benefits_pravala_pishti
pravala pishti for amlapittahara,pravala pishti,pravala pishti is beneficial for amlapittahara,herb_benefits_amlapittahara
pravala pishti for raktastambhana,pravala pishti,pravala pishti is beneficial for raktastambhana,herb_benefits_raktastambhana
pravala pishti for jwaraghna,pravala pishti,pravala pishti is beneficial for jwaraghna,herb_benefits_jwaraghna
what is pravala pishti used for,pravala pishti,"Processed coral is a cooling Pitta-pacifying supplement used for calcium deficiency, fever, and bleeding disorders.",herb_benefits_pravala_pishti
how to use pravala pishti,pravala pishti,"Processed coral is a cooling Pitta-pacifying supplement used for calcium deficiency, fever, and bleeding disorders.",herb_benefits_pravala_pishti
pravala pishti medicinal properties,pravala pishti,"Processed coral is a cooling Pitta-pacifying supplement used for calcium deficiency, fever, and bleeding disorders.",herb_benefits_pravala_pishti
pravala pishti health benefits,pravala pishti,"Processed coral is a cooling Pitta-pacifying supplement used for calcium deficiency, fever, and bleeding disorders.",herb_benefits_pravala_pishti
therapeutic effects of pravala pishti,pravala pishti,"Processed coral is a cooling Pitta-pacifying supplement used for calcium deficiency, fever, and bleeding disorders.",herb_benefits_pravala_pishti
benefits of abhraka bhasma,abhraka bhasma,"Processed mica ash is a potent rejuvenative (rasayana) used for respiratory diseases, debility, and as a powerful tonic.",herb_benefits_abhraka_bhasma
abhraka bhasma for rasayan,abhraka bhasma,abhraka bhasma is beneficial for rasayan,herb_benefits_rasayan
abhraka bhasma for vrishya,abhraka bhasma,abhraka bhasma is beneficial for vrishya,herb_benefits_vrishya
abhraka bhasma for medhya,abhraka bhasma,abhraka bhasma is beneficial for medhya,herb_benefits_medhya
what is abhraka bhasma used for,abhraka bhasma,"Processed mica ash is a potent rejuvenative (rasayana) used for respiratory diseases, debility, and as a powerful tonic.",herb_benefits_abhraka_bhasma
how to use abhraka bhasma,abhraka bhasma,"Processed mica ash is a potent rejuvenative (rasayana) used for respiratory diseases, debility, and as a powerful tonic.",herb_benefits_abhraka_bhasma
abhraka bhasma medicinal properties,abhraka bhasma,"Processed mica ash is a potent rejuvenative (rasayana) used for respiratory diseases, debility, and as a powerful tonic.",herb_benefits_abhraka_bhasma
abhraka bhasma health benefits,abhraka bhasma,"Processed mica ash is a potent rejuvenative (rasayana) used for respiratory diseases, debility, and as a powerful tonic.",herb_benefits_abhraka_bhasma
therapeutic effects of abhraka bhasma,abhraka bhasma,"Processed mica ash is a potent rejuvenative (rasayana) used for respiratory diseases, debility, and as a powerful tonic.",herb_benefits_abhraka_bhasma
benefits of vanga bhasma,vanga bhasma,"Processed tin ash is used in Ayurveda for urinary tract disorders, diabetes, and as an aphrodisiac.",herb_benefits_vanga_bhasma
vanga bhasma for pramehaghna,vanga bhasma,vanga bhasma is beneficial for pramehaghna,herb_benefits_pramehaghna
vanga bhasma for vrishya,vanga bhasma,vanga bhasma is beneficial for vrishya,herb_benefits_vrishya
what is vanga bhasma used for,vanga bhasma,"Processed tin ash is used in Ayurveda for urinary tract disorders, diabetes, and as an aphrodisiac.",herb_benefits_vanga_bhasma
how to use vanga bhasma,vanga bhasma,"Processed tin ash is used in Ayurveda for urinary tract disorders, diabetes, and as an aphrodisiac.",herb_benefits_vanga_bhasma
vanga bhasma medicinal properties,vanga bhasma,"Processed tin ash is used in Ayurveda for urinary tract disorders, diabetes, and as an aphrodisiac.",herb_benefits_vanga_bhasma
vanga bhasma health benefits,vanga bhasma,"Processed tin ash is used in Ayurveda for urinary tract disorders, diabetes, and as an aphrodisiac.",herb_benefits_vanga_bhasma
therapeutic effects of vanga bhasma,vanga bhasma,"Processed tin ash is used in Ayurveda for urinary tract disorders, diabetes, and as an aphrodisiac.",herb_benefits_vanga_bhasma
benefits of yashada bhasma,yashada bhasma,"Processed zinc ash is used for eye diseases, diabetes, and as an immune booster.",herb_benefits_yashada_bhasma
yashada bhasma for chakshushya,yashada bhasma,yashada bhasma is beneficial for chakshushya,herb_benefits_chakshushya
yashada bhasma for pramehaghna,yashada bhasma,yashada bhasma is beneficial for pramehaghna,herb_benefits_pramehaghna
what is yashada bhasma used for,yashada bhasma,"Processed zinc ash is used for eye diseases, diabetes, and as an immune booster.",herb_benefits_yashada_bhasma
how to use yashada bhasma,yashada bhasma,"Processed zinc ash is used for eye diseases, diabetes, and as an immune booster.",herb_benefits_yashada_bhasma
yashada bhasma medicinal properties,yashada bhasma,"Processed zinc ash is used for eye diseases, diabetes, and as an immune booster.",herb_benefits_yashada_bhasma
yashada bhasma health benefits,yashada bhasma,"Processed zinc ash is used for eye diseases, diabetes, and as an immune booster.",herb_benefits_yashada_bhasma
therapeutic effects of yashada bhasma,yashada bhasma,"Processed zinc ash is used for eye diseases, diabetes, and as an immune booster.",herb_benefits_yashada_bhasma
benefits of mukta pishti,mukta pishti,"Processed pearl powder is a highly cooling and calming substance used for anxiety, insomnia, and burning sensations.",herb_benefits_mukta_pishti
mukta pishti for hridaya,mukta pishti,mukta pishti is beneficial for hridaya,herb_benefits_hridaya
